date,Appliances,lights,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,T_int_avg,RH_int_avg
2016-01-11 23:50:00,40,20,5.4,736.8,91.16666667,6.166666667,25.0,4.05,19.914285714285715,46.560476189999996
2016-01-12 00:00:00,40,10,5.3,736.9,92.0,6.0,22.0,4.1,19.90047619,46.618571427142854
2016-01-12 00:10:00,30,20,5.27,737.0,92.0,6.0,25.0,4.07,19.874285714285715,46.754761904285715
2016-01-12 00:20:00,40,20,5.23,737.1,92.0,6.0,28.0,4.03,19.84857142857143,46.84666666571429
2016-01-12 00:30:00,50,20,5.2,737.2,92.0,6.0,31.0,4.0,19.829523810000005,47.00523809428572
2016-01-12 00:40:00,310,10,5.17,737.3,92.0,6.0,34.0,3.97,19.80095238142857,47.060476189999996
2016-01-12 00:50:00,380,20,5.13,737.4,92.0,6.0,37.0,3.93,19.77714285857143,47.12761904857143
2016-01-12 01:00:00,380,20,5.1,737.5,92.0,6.0,40.0,3.9,19.792619047142857,47.19678571428572
2016-01-12 01:10:00,370,20,5.12,737.6333333,92.0,5.833333333,40.0,3.92,19.83333333285714,47.258095238571435
2016-01-12 01:20:00,120,10,5.13,737.7666667,92.0,5.666666667,40.0,3.93,19.87238095285714,47.357142857142854
2016-01-12 01:30:00,50,0,5.15,737.9,92.0,5.5,40.0,3.95,19.907619048571426,47.395714285714284
2016-01-12 01:40:00,40,0,5.17,738.0333333,92.0,5.333333333,40.0,3.97,19.869047618571425,47.36571428714285
2016-01-12 01:50:00,50,0,5.18,738.1666667,92.0,5.166666667,40.0,3.98,19.84666666714286,47.50571428571429
2016-01-12 02:00:00,40,0,5.2,738.3,92.0,5.0,40.0,4.0,19.798928571428572,47.57071428571429
2016-01-12 02:10:00,50,0,5.13,738.4,92.0,4.833333333,40.0,3.93,19.750238095714284,47.60309523857143
2016-01-12 02:20:00,50,0,5.07,738.5,92.0,4.666666667,40.0,3.87,19.72047619,47.60095238142857
2016-01-12 02:30:00,50,0,5.0,738.6,92.0,4.5,40.0,3.8,19.692380952857146,47.58333333285714
2016-01-12 02:40:00,40,0,4.93,738.7,92.0,4.333333333,40.0,3.73,19.65809523857143,47.591904761428566
2016-01-12 02:50:00,40,0,4.87,738.8,92.0,4.166666667,40.0,3.67,19.60452380857143,47.53857142857144
2016-01-12 03:00:00,30,0,4.8,738.9,92.0,4.0,40.0,3.6,19.582857144285715,47.573333334285714
2016-01-12 03:10:00,20,0,4.82,739.0166667,92.16666667,4.333333333,40.0,3.63,19.557619047142854,47.60285714428572
2016-01-12 03:20:00,20,0,4.83,739.1333333,92.33333333,4.666666667,40.0,3.67,19.537142857142857,47.66142857142857
2016-01-12 03:30:00,40,0,4.85,739.25,92.5,5.0,40.0,3.7,19.504285714285714,47.65476190428571
2016-01-12 03:40:00,50,0,4.87,739.3666667,92.66666667,5.333333333,40.0,3.73,19.475714285714286,47.64904761857143
2016-01-12 03:50:00,50,0,4.88,739.4833333,92.83333333,5.666666667,40.0,3.77,19.458571428571428,47.65285714285715
2016-01-12 04:00:00,40,0,4.9,739.6,93.0,6.0,40.0,3.8,19.419999999999998,47.66285714285714
2016-01-12 04:10:00,50,0,4.92,739.65,92.66666667,5.833333333,40.0,3.77,19.395714284285713,47.625952381428576
2016-01-12 04:20:00,40,0,4.93,739.7,92.33333333,5.666666667,40.0,3.73,19.372857142857146,47.60285714285715
2016-01-12 04:30:00,40,0,4.95,739.75,92.0,5.5,40.0,3.7,19.358095238571426,47.598571428571425
2016-01-12 04:40:00,40,0,4.97,739.8,91.66666667,5.333333333,40.0,3.67,19.343333334285713,47.62666666714285
2016-01-12 04:50:00,60,0,4.98,739.85,91.33333333,5.166666667,40.0,3.63,19.31952381,47.58714285714286
2016-01-12 05:00:00,50,0,5.0,739.9,91.0,5.0,40.0,3.6,19.305714285714288,47.61238095142858
2016-01-12 05:10:00,50,0,4.98,739.9666667,91.66666667,4.833333333,40.0,3.68,19.282738095714283,47.61119047571429
2016-01-12 05:20:00,40,0,4.97,740.0333333,92.33333333,4.666666667,40.0,3.77,19.244285714285716,47.55404761857143
2016-01-12 05:30:00,40,0,4.95,740.1,93.0,4.5,40.0,3.85,19.23238095285714,47.540952381428575
2016-01-12 05:40:00,40,0,4.93,740.1666667,93.66666667,4.333333333,40.0,3.93,19.246666667142854,47.546190477142865
2016-01-12 05:50:00,40,0,4.92,740.2333333,94.33333333,4.166666667,40.0,4.02,19.24190476142857,47.528571428571425
2016-01-12 06:00:00,50,0,4.9,740.3,95.0,4.0,40.0,4.1,19.193333332857144,47.55285714285714
2016-01-12 06:10:00,70,10,4.93,740.4333333,94.66666667,4.166666667,38.16666667,4.1,19.178571428571427,47.58119047571429
2016-01-12 06:20:00,40,0,4.97,740.5666667,94.33333333,4.333333333,36.33333333,4.1,19.153809524285716,47.63952381000001
2016-01-12 06:30:00,30,0,5.0,740.7,94.0,4.5,34.5,4.1,19.148571428571433,47.69000000142857
2016-01-12 06:40:00,20,10,5.03,740.8333333,93.66666667,4.666666667,32.66666667,4.1,19.13828571428572,47.689523810000004
2016-01-12 06:50:00,30,0,5.07,740.9666667,93.33333333,4.833333333,30.83333333,4.1,19.121428571428574,47.73702380857143
2016-01-12 07:00:00,40,10,5.1,741.1,93.0,5.0,29.0,4.1,19.099047618571426,47.76952380857143
2016-01-12 07:10:00,50,10,5.1,741.2166667,92.66666667,5.0,30.83333333,4.05,19.10380952428571,47.82285714285714
2016-01-12 07:20:00,60,20,5.1,741.3333333,92.33333333,5.0,32.66666667,4.0,19.070476191428572,47.736666667142856
2016-01-12 07:30:00,60,20,5.1,741.45,92.0,5.0,34.5,3.95,19.055357142857144,47.604761905714284
2016-01-12 07:40:00,70,20,5.1,741.5666667,91.66666667,5.0,36.33333333,3.9,19.019523810000003,47.570952381428576
2016-01-12 07:50:00,60,30,5.1,741.6833333,91.33333333,5.0,38.16666667,3.85,18.98619047714286,47.625714287142856
2016-01-12 08:00:00,140,20,5.1,741.8,91.0,5.0,40.0,3.8,18.99095238142857,47.587619048571426
2016-01-12 08:10:00,110,30,5.05,741.8833333,91.0,5.0,40.0,3.73,18.99095238142857,47.58047619
2016-01-12 08:20:00,90,10,5.0,741.9666667,91.0,5.0,40.0,3.67,19.012222221428573,47.796349205714286
2016-01-12 08:30:00,60,0,4.95,742.05,91.0,5.0,40.0,3.6,18.99142857142857,47.50880952428572
2016-01-12 08:40:00,60,0,4.9,742.1333333,91.0,5.0,40.0,3.53,18.95904761857143,47.281904762857145
2016-01-12 08:50:00,60,0,4.85,742.2166667,91.0,5.0,40.0,3.47,18.954285714285714,47.15119047571428
2016-01-12 09:00:00,50,0,4.8,742.3,91.0,5.0,40.0,3.4,18.944761905714284,46.97619047571429
2016-01-12 09:10:00,60,0,4.88,742.3833333,91.0,5.0,38.16666667,3.48,18.905714285714286,46.798571429999996
2016-01-12 09:20:00,50,0,4.97,742.4666667,91.0,5.0,36.33333333,3.57,18.90523809571429,46.633333334285716
2016-01-12 09:30:00,30,0,5.05,742.55,91.0,5.0,34.5,3.65,18.886190475714283,46.39023809571429
2016-01-12 09:40:00,40,0,5.13,742.6333333,91.0,5.0,32.66666667,3.73,18.86523809428572,46.082857141428576
2016-01-12 09:50:00,30,0,5.22,742.7166667,91.0,5.0,30.83333333,3.82,18.861428571428572,45.93666666714286
2016-01-12 10:00:00,260,0,5.3,742.8,91.0,5.0,29.0,3.9,18.85571428571429,45.80095238
2016-01-12 10:10:00,500,0,5.48,742.8833333,90.16666667,5.0,30.83333333,3.95,18.84,45.770476191428564
2016-01-12 10:20:00,450,0,5.67,742.9666667,89.33333333,5.0,32.66666667,4.0,18.87238095285714,46.07761904714285
2016-01-12 10:30:00,50,10,5.85,743.05,88.5,5.0,34.5,4.05,18.939047618571433,46.248571427142856
2016-01-12 10:40:00,60,0,6.03,743.1333333,87.66666667,5.0,36.33333333,4.1,19.017142855714287,46.078095238571436
2016-01-12 10:50:00,60,0,6.22,743.2166667,86.83333333,5.0,38.16666667,4.15,19.03095238142857,45.89904762
2016-01-12 11:00:00,50,0,6.4,743.3,86.0,5.0,40.0,4.2,19.04142857,45.75476190571429
2016-01-12 11:10:00,50,0,6.5,743.3333333,85.16666667,5.333333333,38.0,4.17,19.09,45.64285714428571
2016-01-12 11:20:00,50,0,6.6,743.3666667,84.33333333,5.666666667,36.0,4.13,19.077619048571428,45.50857142857142
2016-01-12 11:30:00,60,0,6.7,743.4,83.5,6.0,34.0,4.1,19.081190475714287,45.45238095142857
2016-01-12 11:40:00,60,0,6.8,743.4333333,82.66666667,6.333333333,32.0,4.07,19.078095238571425,45.29761904714286
2016-01-12 11:50:00,60,0,6.9,743.4666667,81.83333333,6.666666667,30.0,4.03,19.080476190000002,45.16166666714286
2016-01-12 12:00:00,60,0,7.0,743.5,81.0,7.0,28.0,4.0,19.107619047142858,45.07857142857143
2016-01-12 12:10:00,190,0,7.08,743.5,80.66666667,7.0,30.0,4.02,19.11154761857143,44.978571428571435
2016-01-12 12:20:00,220,0,7.17,743.5,80.33333333,7.0,32.0,4.03,19.11095238142857,45.02904761857143
2016-01-12 12:30:00,170,0,7.25,743.5,80.0,7.0,34.0,4.05,19.11940476142857,45.00484127
2016-01-12 12:40:00,390,0,7.33,743.5,79.66666667,7.0,36.0,4.07,19.107619047142858,45.00895238142857
2016-01-12 12:50:00,90,0,7.42,743.5,79.33333333,7.0,38.0,4.08,19.06714285714286,45.023999999999994
2016-01-12 13:00:00,60,0,7.5,743.5,79.0,7.0,40.0,4.1,19.076666667142856,45.28333333285714
2016-01-12 13:10:00,290,0,7.42,743.5,79.33333333,7.166666667,40.0,4.07,19.027619048571427,45.24964285714286
2016-01-12 13:20:00,130,0,7.33,743.5,79.66666667,7.333333333,40.0,4.03,19.027619048571427,45.20401785714285
2016-01-12 13:30:00,140,0,7.25,743.5,80.0,7.5,40.0,4.0,19.003809524285714,45.09833333142857
2016-01-12 13:40:00,240,0,7.17,743.5,80.33333333,7.666666667,40.0,3.97,18.985714285714284,44.969722222857136
2016-01-12 13:50:00,50,0,7.08,743.5,80.66666667,7.833333333,40.0,3.93,18.98928571428571,44.90729025
2016-01-12 14:00:00,60,0,7.0,743.5,81.0,8.0,40.0,3.9,19.008253968571427,44.844
2016-01-12 14:10:00,60,0,6.98,743.55,80.16666667,7.5,40.0,3.73,19.023333332857142,44.76080952428571
2016-01-12 14:20:00,60,0,6.97,743.6,79.33333333,7.0,40.0,3.57,19.023333332857142,44.686190475714284
2016-01-12 14:30:00,370,0,6.95,743.65,78.5,6.5,40.0,3.4,18.98857142857143,44.63857142857144
2016-01-12 14:40:00,200,0,6.93,743.7,77.66666667,6.0,40.0,3.23,18.990714285714287,44.62523809571428
2016-01-12 14:50:00,70,0,6.92,743.75,76.83333333,5.5,40.0,3.07,18.94047619142857,44.59333333285714
2016-01-12 15:00:00,50,0,6.9,743.8,76.0,5.0,40.0,2.9,18.932261904285717,44.57761904857143
2016-01-12 15:10:00,40,0,6.8,743.8166667,77.0,4.833333333,40.0,3.0,18.904761904285717,44.58285714285715
2016-01-12 15:20:00,40,0,6.7,743.8333333,78.0,4.666666667,40.0,3.1,18.899047618571426,44.55428571428571
2016-01-12 15:30:00,30,0,6.6,743.85,79.0,4.5,40.0,3.2,18.956547618571427,44.51392857142857
2016-01-12 15:40:00,30,0,6.5,743.8666667,80.0,4.333333333,40.0,3.3,19.03047619,44.45428571285715
2016-01-12 15:50:00,30,0,6.4,743.8833333,81.0,4.166666667,40.0,3.4,19.089285714285715,44.34071428428571
2016-01-12 16:00:00,30,0,6.3,743.9,82.0,4.0,40.0,3.5,19.115510204285716,44.18610544142857
2016-01-12 16:10:00,40,0,6.33,743.95,80.83333333,4.5,38.16666667,3.3,19.08963925,44.14365079428571
2016-01-12 16:20:00,50,0,6.37,744.0,79.66666667,5.0,36.33333333,3.1,19.040432901428574,44.04814285714286
2016-01-12 16:30:00,40,0,6.4,744.05,78.5,5.5,34.5,2.9,19.022244898571433,44.02761904714286
2016-01-12 16:40:00,40,0,6.43,744.1,77.33333333,6.0,32.66666667,2.7,18.970404761428572,43.950708874285716
2016-01-12 16:50:00,40,0,6.47,744.15,76.16666667,6.5,30.83333333,2.5,18.94556318714286,43.894553571428574
2016-01-12 17:00:00,60,0,6.5,744.2,75.0,7.0,29.0,2.3,18.92222222285714,43.87243867285714
2016-01-12 17:10:00,60,10,6.32,744.2833333,76.66666667,7.0,30.83333333,2.43,18.898571428571426,43.85470779142857
2016-01-12 17:20:00,210,20,6.13,744.3666667,78.33333333,7.0,32.66666667,2.57,18.897142857142853,43.850497835714286
2016-01-12 17:30:00,380,20,5.95,744.45,80.0,7.0,34.5,2.7,18.873347762857144,44.03056277142857
2016-01-12 17:40:00,370,40,5.77,744.5333333,81.66666667,7.0,36.33333333,2.83,18.886666665714284,44.11630952428571
2016-01-12 17:50:00,230,30,5.58,744.6166667,83.33333333,7.0,38.16666667,2.97,18.948571428571427,44.32333333428572
2016-01-12 18:00:00,80,40,5.4,744.7,85.0,7.0,40.0,3.1,19.006190475714284,44.572142857142865
2016-01-12 18:10:00,90,30,5.3,744.75,86.0,6.833333333,40.0,3.15,19.033809524285715,44.57714286
2016-01-12 18:20:00,70,20,5.2,744.8,87.0,6.666666667,40.0,3.2,19.046904762857142,44.59952380857144
2016-01-12 18:30:00,40,10,5.1,744.85,88.0,6.5,40.0,3.25,19.06047619,44.58190476285714
2016-01-12 18:40:00,40,0,5.0,744.9,89.0,6.333333333,40.0,3.3,19.107142857142858,44.54595238142856
2016-01-12 18:50:00,30,0,4.9,744.95,90.0,6.166666667,40.0,3.35,19.071190475714282,44.47273809571429
2016-01-12 19:00:00,50,0,4.8,745.0,91.0,6.0,40.0,3.4,19.05285714285714,44.38952381
2016-01-12 19:10:00,50,0,4.75,745.0333333,91.33333333,6.166666667,40.0,3.4,19.040476191428574,44.31285714285714
2016-01-12 19:20:00,60,0,4.7,745.0666667,91.66666667,6.333333333,40.0,3.4,19.014761904285713,44.29809523857143
2016-01-12 19:30:00,50,0,4.65,745.1,92.0,6.5,40.0,3.4,19.00047619,44.32714285714285
2016-01-12 19:40:00,60,0,4.6,745.1333333,92.33333333,6.666666667,40.0,3.4,18.981428571428573,44.34047619142857
2016-01-12 19:50:00,60,0,4.55,745.1666667,92.66666667,6.833333333,40.0,3.4,18.967142857142857,44.339999999999996
2016-01-12 20:00:00,60,0,4.5,745.2,93.0,7.0,40.0,3.4,18.967142857142854,44.32523809571428
2016-01-12 20:10:00,50,0,4.53,745.3166667,92.66666667,6.833333333,40.0,3.4,18.943333334285715,44.277619047142856
2016-01-12 20:20:00,50,0,4.57,745.4333333,92.33333333,6.666666667,40.0,3.4,18.899047618571426,44.22904761857142
2016-01-12 20:30:00,50,0,4.6,745.55,92.0,6.5,40.0,3.4,18.89428571428571,44.21071428571428
2016-01-12 20:40:00,50,0,4.63,745.6666667,91.66666667,6.333333333,40.0,3.4,18.890000000000004,44.20190476285713
2016-01-12 20:50:00,50,0,4.67,745.7833333,91.33333333,6.166666667,40.0,3.4,18.849999999999998,44.1638095242857
2016-01-12 21:00:00,60,0,4.7,745.9,91.0,6.0,40.0,3.4,18.82571428571429,44.115714285714276
2016-01-12 21:10:00,60,0,4.8,745.95,90.5,6.166666667,38.16666667,3.42,18.821428571428573,44.09095238142857
2016-01-12 21:20:00,40,0,4.9,746.0,90.0,6.333333333,36.33333333,3.43,18.783333332857143,44.07428571428572
2016-01-12 21:30:00,30,0,5.0,746.05,89.5,6.5,34.5,3.45,18.769047618571427,44.03857142857144
2016-01-12 21:40:00,30,20,5.1,746.1,89.0,6.666666667,32.66666667,3.47,18.737063491428575,44.005
2016-01-12 21:50:00,30,10,5.2,746.15,88.5,6.833333333,30.83333333,3.48,18.74064935,44.08647186285714
2016-01-12 22:00:00,40,0,5.3,746.2,88.0,7.0,29.0,3.5,18.754675324285717,44.160223665714284
2016-01-12 22:10:00,50,10,5.33,746.2666667,87.33333333,6.833333333,30.83333333,3.4,18.758005952857143,44.34765873
2016-01-12 22:20:00,50,0,5.37,746.3333333,86.66666667,6.666666667,32.66666667,3.3,18.772212885714286,44.54641990142858
2016-01-12 22:30:00,50,0,5.4,746.4,86.0,6.5,34.5,3.2,18.76485119,44.71852453142857
2016-01-12 22:40:00,40,0,5.43,746.4666667,85.33333333,6.333333333,36.33333333,3.1,18.768095238571426,44.887142857142855
2016-01-12 22:50:00,50,0,5.47,746.5333333,84.66666667,6.166666667,38.16666667,3.0,18.75922077857143,45.04181818000001
2016-01-12 23:00:00,40,0,5.5,746.6,84.0,6.0,40.0,2.9,18.749940475714286,45.16660714285714
2016-01-12 23:10:00,40,0,5.58,746.7333333,83.33333333,6.333333333,40.0,2.87,18.732257265714285,45.24530612285714
2016-01-12 23:20:00,40,0,5.67,746.8666667,82.66666667,6.666666667,40.0,2.83,18.695873015714284,45.368126417142854
2016-01-12 23:30:00,40,0,5.75,747.0,82.0,7.0,40.0,2.8,18.697857142857142,45.47436508
2016-01-12 23:40:00,50,0,5.83,747.1333333,81.33333333,7.333333333,40.0,2.77,18.708571428571425,45.58380952428571
2016-01-12 23:50:00,50,0,5.92,747.2666667,80.66666667,7.666666667,40.0,2.73,18.711190475714282,45.68223809571428
2016-01-13 00:00:00,50,0,6.0,747.4,80.0,8.0,40.0,2.7,18.692380952857143,45.75803571428572
2016-01-13 00:10:00,30,0,5.88,747.5333333,81.33333333,8.0,37.83333333,2.83,18.685714285714287,45.80224489714286
2016-01-13 00:20:00,20,0,5.77,747.6666667,82.66666667,8.0,35.66666667,2.97,18.691190475714283,45.904999999999994
2016-01-13 00:30:00,30,0,5.65,747.8,84.0,8.0,33.5,3.1,18.684415584285716,46.00307936571428
2016-01-13 00:40:00,20,0,5.53,747.9333333,85.33333333,8.0,31.33333333,3.23,18.691825397142857,46.04158730142858
2016-01-13 00:50:00,40,0,5.42,748.0666667,86.66666667,8.0,29.16666667,3.37,18.685986394285717,46.109591837142865
2016-01-13 01:00:00,50,0,5.3,748.2,88.0,8.0,27.0,3.5,18.647823128571424,46.142380952857145
2016-01-13 01:10:00,60,0,5.3,748.3166667,88.5,8.0,26.0,3.57,18.635714285714283,46.19142857142857
2016-01-13 01:20:00,50,0,5.3,748.4333333,89.0,8.0,25.0,3.63,18.635714285714283,46.270952380000004
2016-01-13 01:30:00,40,0,5.3,748.55,89.5,8.0,24.0,3.7,18.629365079999996,46.411269839999996
2016-01-13 01:40:00,40,0,5.3,748.6666667,90.0,8.0,23.0,3.77,18.62142857142857,46.47809523857143
2016-01-13 01:50:00,50,0,5.3,748.7833333,90.5,8.0,22.0,3.83,18.62142857142857,46.639107141428575
2016-01-13 02:00:00,40,0,5.3,748.9,91.0,8.0,21.0,3.9,18.634196428571425,46.79753826571429
2016-01-13 02:10:00,40,0,5.33,749.0833333,90.66666667,8.0,21.5,3.88,18.625,46.857063492857144
2016-01-13 02:20:00,50,0,5.37,749.2666667,90.33333333,8.0,22.0,3.87,18.622857142857146,46.91285714285714
2016-01-13 02:30:00,50,0,5.4,749.45,90.0,8.0,22.5,3.85,18.61642857142857,46.921904761428564
2016-01-13 02:40:00,50,0,5.43,749.6333333,89.66666667,8.0,23.0,3.83,18.611428571428572,46.95134920571428
2016-01-13 02:50:00,40,0,5.47,749.8166667,89.33333333,8.0,23.5,3.82,18.61591575,46.92408425000001
2016-01-13 03:00:00,30,0,5.5,750.0,89.0,8.0,24.0,3.8,18.589126984285716,46.931825395714284
2016-01-13 03:10:00,20,0,5.48,750.2,89.0,8.0,24.0,3.78,18.57809523857143,46.95353174571428
2016-01-13 03:20:00,20,0,5.47,750.4,89.0,8.0,24.0,3.77,18.575634920000002,46.940873015714295
2016-01-13 03:30:00,20,0,5.45,750.6,89.0,8.0,24.0,3.75,18.581587301428574,46.92960317428571
2016-01-13 03:40:00,50,0,5.43,750.8,89.0,8.0,24.0,3.73,18.565158730000004,46.91428571285714
2016-01-13 03:50:00,50,0,5.42,751.0,89.0,8.0,24.0,3.72,18.545735930000003,46.893174602857144
2016-01-13 04:00:00,50,0,5.4,751.2,89.0,8.0,24.0,3.7,18.52347338857143,46.91171550571429
2016-01-13 04:10:00,40,0,5.37,751.3166667,89.16666667,8.0,23.66666667,3.68,18.539164755714285,46.91690476142857
2016-01-13 04:20:00,40,0,5.33,751.4333333,89.33333333,8.0,23.33333333,3.67,18.52904761857143,46.920158731428565
2016-01-13 04:30:00,50,0,5.3,751.55,89.5,8.0,23.0,3.65,18.529285714285717,46.93595238142857
2016-01-13 04:40:00,40,0,5.27,751.6666667,89.66666667,8.0,22.66666667,3.63,18.52015873,46.954761905714285
2016-01-13 04:50:00,50,0,5.23,751.7833333,89.83333333,8.0,22.33333333,3.62,18.52968254,46.96563492
2016-01-13 05:00:00,50,0,5.2,751.9,90.0,8.0,22.0,3.6,18.515089285714286,46.95821428571429
2016-01-13 05:10:00,50,0,5.17,752.05,90.0,7.833333333,22.16666667,3.57,18.495714285714286,46.95900680285714
2016-01-13 05:20:00,40,0,5.13,752.2,90.0,7.666666667,22.33333333,3.53,18.474999999999998,46.96476190428571
2016-01-13 05:30:00,40,0,5.1,752.35,90.0,7.5,22.5,3.5,18.488571428571426,46.960779221428574
2016-01-13 05:40:00,50,0,5.07,752.5,90.0,7.333333333,22.66666667,3.47,18.482857142857142,46.98244898
2016-01-13 05:50:00,20,0,5.03,752.65,90.0,7.166666667,22.83333333,3.43,18.48809523857143,47.00441558428571
2016-01-13 06:00:00,20,0,5.0,752.8,90.0,7.0,23.0,3.4,18.47888889,46.99457983142857
2016-01-13 06:10:00,50,0,5.02,752.9833333,89.83333333,6.833333333,25.83333333,3.4,18.46928571285714,47.010494505714284
2016-01-13 06:20:00,30,10,5.03,753.1666667,89.66666667,6.666666667,28.66666667,3.4,18.436020408571427,47.05238095285714
2016-01-13 06:30:00,50,10,5.05,753.35,89.5,6.5,31.5,3.4,18.44713048857143,47.168538188571425
2016-01-13 06:40:00,50,10,5.07,753.5333333,89.33333333,6.333333333,34.33333333,3.4,18.66142857142857,51.631915584285714
2016-01-13 06:50:00,200,0,5.08,753.7166667,89.16666667,6.166666667,37.16666667,3.4,18.659239331428573,51.76703463142858
2016-01-13 07:00:00,110,10,5.1,753.9,89.0,6.0,40.0,3.4,18.67095238142857,51.55761904571428
2016-01-13 07:10:00,80,10,5.08,753.9666667,89.16666667,5.833333333,36.66666667,3.4,18.753333332857146,49.822380952857145
2016-01-13 07:20:00,50,0,5.07,754.0333333,89.33333333,5.666666667,33.33333333,3.4,18.66857142857143,48.625714285714295
2016-01-13 07:30:00,50,0,5.05,754.1,89.5,5.5,30.0,3.4,18.587857142857143,47.94976190571428
