date,Appliances,lights,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,T_avg,T_range,RH_avg,RH_range
2016-01-12 00:10:00,30,20,5.27,737.0,92.0,6.0,25.0,4.07,17.94888888888889,15.759999999999998,51.34444444444445,45.093333339999994
2016-01-12 00:20:00,40,20,5.23,737.1,92.0,6.0,28.0,4.03,17.928888888888892,15.759999999999998,51.46555555444444,45.400000000000006
2016-01-12 00:30:00,50,20,5.2,737.2,92.0,6.0,31.0,4.0,17.914074074444443,15.73,51.569999998888896,45.16333333
2016-01-12 00:40:00,310,10,5.17,737.3,92.0,6.0,34.0,3.97,17.877407407777778,15.799999999999999,51.64333333333334,45.31
2016-01-12 00:50:00,380,20,5.13,737.4,92.0,6.0,37.0,3.93,17.83666666777778,15.966666670000002,51.657037037777776,44.863333329999996
2016-01-12 01:00:00,380,20,5.1,737.5,92.0,6.0,40.0,3.9,17.81166666633333,16.208333333,51.72564814777778,44.86333333
2016-01-12 01:10:00,370,20,5.12,737.6333333,92.0,5.833333333,40.0,3.92,17.850740740333336,16.329999996999998,52.01851851888889,46.959999999999994
2016-01-12 01:20:00,120,10,5.13,737.7666667,92.0,5.666666667,40.0,3.93,17.888518518888887,16.59666667,52.12592592555555,47.17333333
2016-01-12 01:30:00,50,0,5.15,737.9,92.0,5.5,40.0,3.95,17.901111111888888,17.023333333,52.14666666666667,46.970000000000006
2016-01-12 01:40:00,40,0,5.17,738.0333333,92.0,5.333333333,40.0,3.97,17.855555555222224,17.096666663,52.17629629666666,47.303333329999994
2016-01-12 01:50:00,50,0,5.18,738.1666667,92.0,5.166666667,40.0,3.98,17.809259259666664,17.200000003,52.32592592555555,47.36000000000001
2016-01-12 02:00:00,40,0,5.2,738.3,92.0,5.0,40.0,4.0,17.75731481477778,17.199999997000003,52.397962963333335,47.29333333
2016-01-12 02:10:00,50,0,5.13,738.4,92.0,4.833333333,40.0,3.93,17.707962963,17.200000003,52.446851852222224,47.30333333
2016-01-12 02:20:00,50,0,5.07,738.5,92.0,4.666666667,40.0,3.87,17.688888888555553,17.073333333,52.555925926666674,47.97666667
2016-01-12 02:30:00,50,0,5.0,738.6,92.0,4.5,40.0,3.8,17.686666667,16.733333337,52.66407407333333,49.09666667
2016-01-12 02:40:00,40,0,4.93,738.7,92.0,4.333333333,40.0,3.73,17.660000000333334,16.593333337,52.66629629555556,48.82333333
2016-01-12 02:50:00,40,0,4.87,738.8,92.0,4.166666667,40.0,3.67,17.602407406666668,16.555,52.61777777777778,48.626666670000006
2016-01-12 03:00:00,30,0,4.8,738.9,92.0,4.0,40.0,3.6,17.571481482555555,16.603333337000002,52.63407407555556,48.27666667
2016-01-12 03:10:00,20,0,4.82,739.0166667,92.16666667,4.333333333,40.0,3.63,17.52962962922222,16.669999997,52.67629629777778,48.436666669999994
2016-01-12 03:20:00,20,0,4.83,739.1333333,92.33333333,4.666666667,40.0,3.67,17.505555555555556,16.71,52.75037036999999,48.56333332999999
2016-01-12 03:30:00,40,0,4.85,739.25,92.5,5.0,40.0,3.7,17.491666666666664,16.53166667,52.85759259222223,49.515
2016-01-12 03:40:00,50,0,4.87,739.3666667,92.66666667,5.333333333,40.0,3.73,17.50962963,16.2,52.943333333333335,50.066666670000004
2016-01-12 03:50:00,50,0,4.88,739.4833333,92.83333333,5.666666667,40.0,3.77,17.504444444777775,16.126666667000002,52.97,50.20666666999999
2016-01-12 04:00:00,40,0,4.9,739.6,93.0,6.0,40.0,3.8,17.492962962555552,15.826666667,53.01481481444445,50.33
2016-01-12 04:10:00,50,0,4.92,739.65,92.66666667,5.833333333,40.0,3.77,17.488148146666667,15.7,53.00018518555555,50.40333333
2016-01-12 04:20:00,40,0,4.93,739.7,92.33333333,5.666666667,40.0,3.73,17.485555555222223,15.563333333,52.983703704444444,50.27666667
2016-01-12 04:30:00,40,0,4.95,739.75,92.0,5.5,40.0,3.7,17.482222222222223,15.489999999999998,52.97962963,50.13666667
2016-01-12 04:40:00,40,0,4.97,739.8,91.66666667,5.333333333,40.0,3.67,17.478148148888888,15.489999999999998,52.99166666666666,49.793333329999996
2016-01-12 04:50:00,60,0,4.98,739.85,91.33333333,5.166666667,40.0,3.63,17.45962963,15.489999999999998,52.94851851888889,49.52666667
2016-01-12 05:00:00,50,0,5.0,739.9,91.0,5.0,40.0,3.6,17.448888888888888,15.489999999999998,52.96370370333334,49.33666667000001
2016-01-12 05:10:00,50,0,4.98,739.9666667,91.66666667,4.833333333,40.0,3.68,17.431018518888887,15.489999999999998,52.95203703666667,49.27
2016-01-12 05:20:00,40,0,4.97,740.0333333,92.33333333,4.666666667,40.0,3.77,17.397037037000004,15.526666666999999,52.86722222111112,48.83333333000001
2016-01-12 05:30:00,40,0,4.95,740.1,93.0,4.5,40.0,3.85,17.38777777811111,15.593333336999999,52.91592592555556,49.23333333
2016-01-12 05:40:00,40,0,4.93,740.1666667,93.66666667,4.333333333,40.0,3.93,17.406666667,15.556666667000002,53.01222222333334,49.93666667
2016-01-12 05:50:00,40,0,4.92,740.2333333,94.33333333,4.166666667,40.0,4.02,17.402962962555556,15.489999997000002,53.03629629666668,50.21
2016-01-12 06:00:00,50,0,4.9,740.3,95.0,4.0,40.0,4.1,17.372592592222222,15.42333333,53.12222222222223,50.63
2016-01-12 06:10:00,70,10,4.93,740.4333333,94.66666667,4.166666667,38.16666667,4.1,17.371944444444445,15.325833330000002,53.190555555555555,50.894999999999996
2016-01-12 06:20:00,40,0,4.97,740.5666667,94.33333333,4.333333333,36.33333333,4.1,17.36296296333333,15.2,53.27481481555556,51.03
2016-01-12 06:30:00,30,0,5.0,740.7,94.0,4.5,34.5,4.1,17.352592592222223,15.29,53.30333333444444,50.77333333000001
2016-01-12 06:40:00,20,10,5.03,740.8333333,93.66666667,4.666666667,32.66666667,4.1,17.352,15.29,53.31037037111111,50.76666666999999
2016-01-12 06:50:00,30,0,5.07,740.9666667,93.33333333,4.833333333,30.83333333,4.1,17.33518518522222,15.323333332999999,53.34361111,50.68833333
2016-01-12 07:00:00,40,10,5.1,741.1,93.0,5.0,29.0,4.1,17.31037037,15.299999999999999,53.36888888777778,50.64333333
2016-01-12 07:10:00,50,10,5.1,741.2166667,92.66666667,5.0,30.83333333,4.05,17.317777778111108,15.266666666999999,53.43777777777778,50.800000000000004
2016-01-12 07:20:00,60,20,5.1,741.3333333,92.33333333,5.0,32.66666667,4.0,17.291851852555553,15.233333337000001,53.35666666666667,50.800000000000004
2016-01-12 07:30:00,60,20,5.1,741.45,92.0,5.0,34.5,3.95,17.2875,15.100000000000001,53.227407407777775,50.95
2016-01-12 07:40:00,70,20,5.1,741.5666667,91.66666667,5.0,36.33333333,3.9,17.25962963,15.100000000000001,53.172222222222224,51.25666667
2016-01-12 07:50:00,60,30,5.1,741.6833333,91.33333333,5.0,38.16666667,3.85,17.22814814888889,15.100000000000001,53.16277777888889,51.52333333000001
2016-01-12 08:00:00,140,20,5.1,741.8,91.0,5.0,40.0,3.8,17.232962963333332,15.14,53.10037037111111,51.830000000000005
2016-01-12 08:10:00,110,30,5.05,741.8833333,91.0,5.0,40.0,3.73,17.236296296666666,15.04333333,53.050000000000004,51.36666667
2016-01-12 08:20:00,90,10,5.0,741.9666667,91.0,5.0,40.0,3.67,17.252839505555556,15.059999999999999,53.15123456777778,50.715555560000006
2016-01-12 08:30:00,60,0,4.95,742.05,91.0,5.0,40.0,3.6,17.226666666666667,15.100000000000001,52.86500000111112,51.00000000000001
2016-01-12 08:40:00,60,0,4.9,742.1333333,91.0,5.0,40.0,3.53,17.17851851811111,15.306666667000002,52.58111111222222,50.830000000000005
2016-01-12 08:50:00,60,0,4.85,742.2166667,91.0,5.0,40.0,3.47,17.13111111077778,15.633333333000001,52.39092592555555,50.626666660000005
2016-01-12 09:00:00,50,0,4.8,742.3,91.0,5.0,40.0,3.4,17.101203704444444,15.802500000000002,52.245925925555554,51.35
2016-01-12 09:10:00,60,0,4.88,742.3833333,91.0,5.0,38.16666667,3.48,17.052222222555557,16.036666667000002,52.06370370444445,51.42666666
2016-01-12 09:20:00,50,0,4.97,742.4666667,91.0,5.0,36.33333333,3.57,17.044444444444448,16.07,51.96555555666666,52.23666667
2016-01-12 09:30:00,30,0,5.05,742.55,91.0,5.0,34.5,3.65,17.036296295555555,16.01,51.79129629666667,52.77
2016-01-12 09:40:00,40,0,5.13,742.6333333,91.0,5.0,32.66666667,3.73,17.019999999222225,15.909999997000002,51.57111111,53.43
2016-01-12 09:50:00,30,0,5.22,742.7166667,91.0,5.0,30.83333333,3.82,17.03259259255556,15.736666667,51.48703703777778,53.96999999999999
2016-01-12 10:00:00,260,0,5.3,742.8,91.0,5.0,29.0,3.9,17.050370370333333,15.536666667,51.41444444333334,54.596666670000005
2016-01-12 10:10:00,500,0,5.48,742.8833333,90.16666667,5.0,30.83333333,3.95,17.067777777777778,15.16,51.39888889,54.87666666999999
2016-01-12 10:20:00,450,0,5.67,742.9666667,89.33333333,5.0,32.66666667,4.0,17.126296296666666,14.86,51.64074074,55.06
2016-01-12 10:30:00,50,10,5.85,743.05,88.5,5.0,34.5,4.05,17.192222221888887,14.733333333000001,51.744814813333335,55.1
2016-01-12 10:40:00,60,0,6.03,743.1333333,87.66666667,5.0,36.33333333,4.1,17.27629629477778,14.666666667000001,51.59962963,55.23333333
2016-01-12 10:50:00,60,0,6.22,743.2166667,86.83333333,5.0,38.16666667,4.15,17.294444444444448,14.66666667,51.42407407444445,55.03333333
2016-01-12 11:00:00,50,0,6.4,743.3,86.0,5.0,40.0,4.2,17.31888888777778,14.603333329999998,51.30203703777778,54.989999999999995
2016-01-12 11:10:00,50,0,6.5,743.3333333,85.16666667,5.333333333,38.0,4.17,17.391851851888887,14.403333332999999,51.22000000111112,55.16333333
2016-01-12 11:20:00,50,0,6.6,743.3666667,84.33333333,5.666666667,36.0,4.13,17.386296297,14.366666667,50.97925925888889,54.12333333
2016-01-12 11:30:00,60,0,6.7,743.4,83.5,6.0,34.0,4.1,17.403888888555556,14.166666662999999,50.88111111,53.86333333
2016-01-12 11:40:00,60,0,6.8,743.4333333,82.66666667,6.333333333,32.0,4.07,17.432407407777774,13.855,50.66166666666667,53.118333330000006
2016-01-12 11:50:00,60,0,6.9,743.4666667,81.83333333,6.666666667,30.0,4.03,17.45518518477778,13.666666667000001,50.28462963,50.76333333
2016-01-12 12:00:00,60,0,7.0,743.5,81.0,7.0,28.0,4.0,17.483703703333333,13.533333330000001,49.96074074111111,48.57
2016-01-12 12:10:00,190,0,7.08,743.5,80.66666667,7.0,30.0,4.02,17.49675925888889,13.443333330000002,49.485925925555556,45.223333329999996
2016-01-12 12:20:00,220,0,7.17,743.5,80.33333333,7.0,32.0,4.03,17.50370370411111,13.443333333000002,49.4,44.36666667
2016-01-12 12:30:00,170,0,7.25,743.5,80.0,7.0,34.0,4.05,17.54101851811111,13.166666667000001,49.221913580000006,43.224999999999994
2016-01-12 12:40:00,390,0,7.33,743.5,79.66666667,7.0,36.0,4.07,17.553333332999998,12.973333333000001,49.193999999999996,43.19333333
2016-01-12 12:50:00,90,0,7.42,743.5,79.33333333,7.0,38.0,4.08,17.55592592588889,12.666666667000001,49.133481481111104,42.67
2016-01-12 13:00:00,60,0,7.5,743.5,79.0,7.0,40.0,4.1,17.57814814888889,12.666666670000001,49.17888888888889,41.41
2016-01-12 13:10:00,290,0,7.42,743.5,79.33333333,7.166666667,40.0,4.07,17.528888890000005,12.700000000000001,49.07416666666666,40.769999999999996
2016-01-12 13:20:00,130,0,7.33,743.5,79.66666667,7.333333333,40.0,4.03,17.528888889666668,12.633333333000001,49.03201388888888,40.769999999999996
2016-01-12 13:30:00,140,0,7.25,743.5,80.0,7.5,40.0,4.0,17.531481481888886,12.410000003,48.76425925777777,39.2
2016-01-12 13:40:00,240,0,7.17,743.5,80.33333333,7.666666667,40.0,3.97,17.503333333333334,12.469999999999999,48.58941358111112,38.599999999999994
2016-01-12 13:50:00,50,0,7.08,743.5,80.66666667,7.833333333,40.0,3.93,17.516481481444444,12.376666667,48.59678130555555,39.165000000000006
2016-01-12 14:00:00,60,0,7.0,743.5,81.0,8.0,40.0,3.9,17.538641975555553,12.309999999999999,48.370518518888886,37.72
2016-01-12 14:10:00,60,0,6.98,743.55,80.16666667,7.5,40.0,3.73,17.535925925555556,12.440000000000001,48.20544444444444,37.04833333
2016-01-12 14:20:00,60,0,6.97,743.6,79.33333333,7.0,40.0,3.57,17.521851851444445,12.566666667,48.162962962222224,37.373333329999994
2016-01-12 14:30:00,370,0,6.95,743.65,78.5,6.5,40.0,3.4,17.479444444444443,12.705,48.22185185222223,38.31
2016-01-12 14:40:00,200,0,6.93,743.7,77.66666667,6.0,40.0,3.23,17.437222222222225,13.1,48.22333333333333,38.57333333
2016-01-12 14:50:00,70,0,6.92,743.75,76.83333333,5.5,40.0,3.07,17.405555556333333,13.033333333,48.32370370333333,39.826666669999994
2016-01-12 15:00:00,50,0,6.9,743.8,76.0,5.0,40.0,2.9,17.399166666333333,13.033333333,48.36925926000001,40.489999999999995
2016-01-12 15:10:00,40,0,6.8,743.8166667,77.0,4.833333333,40.0,3.0,17.362962962555557,13.166666667000001,48.29185185222222,39.75666667
2016-01-12 15:20:00,40,0,6.7,743.8333333,78.0,4.666666667,40.0,3.1,17.30666666633333,13.596666663,48.29333333333334,39.97
2016-01-12 15:30:00,30,0,6.6,743.85,79.0,4.5,40.0,3.2,17.358796295888887,13.529999997000001,48.65453703666666,43.503333330000004
2016-01-12 15:40:00,30,0,6.5,743.8666667,80.0,4.333333333,40.0,3.3,17.479259259222225,13.066666667,48.44407407333333,42.193333339999995
2016-01-12 15:50:00,30,0,6.4,743.8833333,81.0,4.166666667,40.0,3.4,17.53240740777778,13.06666667,47.88981481333334,38.18833333
2016-01-12 16:00:00,30,0,6.3,743.9,82.0,4.0,40.0,3.5,17.54910052922222,13.166666667000001,47.580674602222224,36.8797619
2016-01-12 16:10:00,40,0,6.33,743.95,80.83333333,4.5,38.16666667,3.3,17.506015712999996,13.373333333000001,47.56320987666666,37.145555550000005
2016-01-12 16:20:00,50,0,6.37,744.0,79.66666667,5.0,36.33333333,3.1,17.445521886333335,13.573333333,47.30670370333333,35.733000000000004
2016-01-12 16:30:00,40,0,6.4,744.05,78.5,5.5,34.5,2.9,17.409894180333332,13.766666667000003,47.247037036666676,35.5
2016-01-12 16:40:00,40,0,6.43,744.1,77.33333333,6.0,32.66666667,2.7,17.335129629222223,13.976666667000002,47.417218013333326,37.753333330000004
2016-01-12 16:50:00,40,0,6.47,744.15,76.16666667,6.5,30.83333333,2.5,17.323215812222223,13.91,47.43946759333334,38.46666667
2016-01-12 17:00:00,60,0,6.5,744.2,75.0,7.0,29.0,2.3,17.30135802522222,13.910000003,47.47337822666667,38.98777777
2016-01-12 17:10:00,60,10,6.32,744.2833333,76.66666667,7.0,30.83333333,2.43,17.275555555555556,13.91,47.526994948888884,39.61454545
2016-01-12 17:20:00,210,20,6.13,744.3666667,78.33333333,7.0,32.66666667,2.57,17.27444444444444,13.91,47.56594276111111,39.95
2016-01-12 17:30:00,380,20,5.95,744.45,80.0,7.0,34.5,2.7,17.252603815555556,13.973333330000003,47.76821548888889,40.64272727
2016-01-12 17:40:00,370,40,5.77,744.5333333,81.66666667,7.0,36.33333333,2.83,17.24888888811111,14.099999997000001,48.094166666666666,42.689166660000005
2016-01-12 17:50:00,230,30,5.58,744.6166667,83.33333333,7.0,38.16666667,2.97,17.248148148555558,14.473333333,48.45407407444444,43.993333330000006
2016-01-12 18:00:00,80,40,5.4,744.7,85.0,7.0,40.0,3.1,17.255925925555555,14.90333333,48.70018518444445,44.106666659999995
2016-01-12 18:10:00,90,30,5.3,744.75,86.0,6.833333333,40.0,3.15,17.25888888888889,15.23,48.79148148444445,44.93
2016-01-12 18:20:00,70,20,5.2,744.8,87.0,6.666666667,40.0,3.2,17.255000000333336,15.266666666999999,48.89851851777778,45.61333333
2016-01-12 18:30:00,40,10,5.1,744.85,88.0,6.5,40.0,3.25,17.261851851444444,15.266666666999999,49.02555555666666,47.196666670000006
2016-01-12 18:40:00,40,0,5.0,744.9,89.0,6.333333333,40.0,3.3,17.305555555555557,15.100000000000001,49.13833333333333,48.53666666
2016-01-12 18:50:00,30,0,4.9,744.95,90.0,6.166666667,40.0,3.35,17.26648148111111,15.200000000000001,49.19250000000001,49.543333329999996
2016-01-12 19:00:00,50,0,4.8,745.0,91.0,6.0,40.0,3.4,17.25222222222222,15.200000000000001,49.21592592666667,50.33666667
2016-01-12 19:10:00,50,0,4.75,745.0333333,91.33333333,6.166666667,40.0,3.4,17.23888888966667,15.233333333000001,49.245185185555556,51.16666667
2016-01-12 19:20:00,60,0,4.7,745.0666667,91.66666667,6.333333333,40.0,3.4,17.21074074077778,15.233333333000001,49.30777777777778,51.893333330000004
2016-01-12 19:30:00,50,0,4.65,745.1,92.0,6.5,40.0,3.4,17.202962962555553,15.166666667000001,49.38666666666667,52.400000000000006
2016-01-12 19:40:00,60,0,4.6,745.1333333,92.33333333,6.666666667,40.0,3.4,17.196296295888892,15.166666667000001,49.38962963,52.260000000000005
2016-01-12 19:50:00,60,0,4.55,745.1666667,92.66666667,6.833333333,40.0,3.4,17.142962963000002,15.406666663000001,49.36037037,51.96333333
2016-01-12 20:00:00,60,0,4.5,745.2,93.0,7.0,40.0,3.4,17.11777777777778,15.700000000000001,49.38324074111111,52.272499999999994
2016-01-12 20:10:00,50,0,4.53,745.3166667,92.66666667,6.833333333,40.0,3.4,17.095555556333334,15.700000003,49.47814814777777,53.559999999999995
2016-01-12 20:20:00,50,0,4.57,745.4333333,92.33333333,6.666666667,40.0,3.4,17.07925925888889,15.469999999999999,49.5214814811111,54.29
2016-01-12 20:30:00,50,0,4.6,745.55,92.0,6.5,40.0,3.4,17.082222222222224,15.41,49.50111111111111,54.29
2016-01-12 20:40:00,50,0,4.63,745.6666667,91.66666667,6.333333333,40.0,3.4,17.075555555555557,15.440000000000001,49.477777778888886,54.09333333
2016-01-12 20:50:00,50,0,4.67,745.7833333,91.33333333,6.166666667,40.0,3.4,17.022962962999998,15.560000002999999,49.44222222222222,53.933333329999996
2016-01-12 21:00:00,60,0,4.7,745.9,91.0,6.0,40.0,3.4,16.992592592555557,15.626666667,49.45296296333333,54.36666667
2016-01-12 21:10:00,60,0,4.8,745.95,90.5,6.166666667,38.16666667,3.42,16.989259259222226,15.626666667,49.492222222222225,54.893333330000004
2016-01-12 21:20:00,40,0,4.9,746.0,90.0,6.333333333,36.33333333,3.43,16.974814814444446,15.49,49.52037037,55.263333329999995
2016-01-12 21:30:00,30,0,5.0,746.05,89.5,6.5,34.5,3.45,16.971111110777777,15.356666663,49.49925926,55.39666667
2016-01-12 21:40:00,30,20,5.1,746.1,89.0,6.666666667,32.66666667,3.47,16.952530863666667,15.166666667,49.469444444444456,55.47500000000001
2016-01-12 21:50:00,30,10,5.2,746.15,88.5,6.833333333,30.83333333,3.48,16.96272727222222,15.099999999999998,49.517255893333335,54.93272727000001
2016-01-12 22:00:00,40,0,5.3,746.2,88.0,7.0,29.0,3.5,17.00067340033333,14.926666667000003,49.63498877777778,54.70722223
2016-01-12 22:10:00,50,10,5.33,746.2666667,87.33333333,6.833333333,30.83333333,3.4,17.018078704111115,14.733333333,49.86891975333334,54.39388889000001
2016-01-12 22:20:00,50,0,5.37,746.3333333,86.66666667,6.666666667,32.66666667,3.3,17.042832244444444,14.61,50.071659923333335,53.93444445000001
2016-01-12 22:30:00,50,0,5.4,746.4,86.0,6.5,34.5,3.2,17.037106481111113,14.64,50.220333894444444,53.35555555
2016-01-12 22:40:00,40,0,5.43,746.4666667,85.33333333,6.333333333,36.33333333,3.1,17.054814815555556,14.599999999999998,50.32666666666666,52.54833333
2016-01-12 22:50:00,50,0,5.47,746.5333333,84.66666667,6.166666667,38.16666667,3.0,17.057079124444446,14.517499999999998,50.35474747333334,51.19636364
2016-01-12 23:00:00,40,0,5.5,746.6,84.0,6.0,40.0,2.9,17.06847222188889,14.423333332999999,50.29624999999999,49.35875
2016-01-12 23:10:00,40,0,5.58,746.7333333,83.33333333,6.333333333,40.0,2.87,17.06953342888889,14.29,50.18338624333333,47.50999999999999
2016-01-12 23:20:00,40,0,5.67,746.8666667,82.66666667,6.666666667,40.0,2.83,17.047901234444442,14.23,50.1081723988889,45.638888890000004
2016-01-12 23:30:00,40,0,5.75,747.0,82.0,7.0,40.0,2.8,17.063888888888886,14.099999999999998,49.99043209888889,43.491111110000006
2016-01-12 23:40:00,50,0,5.83,747.1333333,81.33333333,7.333333333,40.0,2.77,17.07222222222222,14.099999999999998,50.00000000000001,42.496666659999995
2016-01-12 23:50:00,50,0,5.92,747.2666667,80.66666667,7.666666667,40.0,2.73,17.086481481111107,14.09,50.014703704444436,41.53266667
2016-01-13 00:00:00,50,0,6.0,747.4,80.0,8.0,40.0,2.7,17.079259259666667,14.023333333,49.94773148111111,40.065000000000005
2016-01-13 00:10:00,30,0,5.88,747.5333333,81.33333333,8.0,37.83333333,2.83,17.08888888888889,13.89,49.82211640222223,38.3702381
2016-01-13 00:20:00,20,0,5.77,747.6666667,82.66666667,8.0,35.66666667,2.97,17.093148147777775,13.89,49.88796296333333,37.79
2016-01-13 00:30:00,30,0,5.65,747.8,84.0,8.0,33.5,3.1,17.057878787777778,14.16,50.35350617333333,40.877333330000006
